date,position,signal,regime,confidence,daily_return,cumulative_return
2024-11-04,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.024788
2024-11-05,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.024788
2024-11-06,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.024788
2024-11-07,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.024788
2024-11-10,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.024788
2024-11-11,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.024788
2024-11-12,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.024788
2024-11-13,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.024788
2024-11-17,0.5,neutral_oversold,NEUTRAL,1.0,-0.0,1.024788
2024-11-18,0.5,neutral_oversold,NEUTRAL,1.0,0.001377,1.026199
2024-11-20,0.0,neutral_flat,NEUTRAL,1.0,-0.003597,1.022508
2024-11-21,0.5,neutral_oversold,NEUTRAL,1.0,0.0,1.022508
2024-11-24,0.0,neutral_flat,NEUTRAL,1.0,0.006538,1.029192
2024-11-25,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2024-11-26,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029192
2024-11-27,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2024-11-28,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029192
2024-12-01,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029192
2024-12-02,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029192
2024-12-03,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029192
2024-12-04,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029192
2024-12-05,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2024-12-08,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2024-12-09,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2024-12-10,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029192
2024-12-11,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2024-12-12,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029192
2024-12-15,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2024-12-16,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2024-12-17,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2024-12-18,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2024-12-19,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2024-12-22,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029192
2024-12-23,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2024-12-25,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029192
2024-12-26,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029192
2024-12-29,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2024-12-30,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2024-12-31,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029192
2025-01-01,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029192
2025-01-02,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2025-01-05,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2025-01-06,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029192
2025-01-07,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2025-01-08,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2025-01-09,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2025-01-12,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2025-01-13,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029192
2025-01-14,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029192
2025-01-15,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029192
2025-01-16,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2025-01-19,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029192
2025-01-20,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2025-01-21,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029192
2025-01-22,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029192
2025-01-23,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2025-01-26,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2025-01-27,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029192
2025-01-28,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029192
2025-01-29,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029192
2025-01-30,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029192
2025-01-31,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2025-02-02,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2025-02-03,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029192
2025-02-04,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2025-02-05,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2025-02-06,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2025-02-09,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2025-02-10,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2025-02-11,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2025-02-12,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2025-02-13,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2025-02-16,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029192
2025-02-17,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2025-02-18,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2025-02-19,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2025-02-20,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2025-02-23,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029192
2025-02-24,0.5,neutral_oversold,NEUTRAL,1.0,-0.0,1.029192
2025-02-26,0.5,neutral_oversold,NEUTRAL,1.0,-5.5e-05,1.029135
2025-02-27,0.5,neutral_oversold,NEUTRAL,1.0,-0.00941,1.019451
2025-03-02,0.5,neutral_oversold,NEUTRAL,1.0,-0.000122,1.019326
2025-03-03,0.5,neutral_oversold,NEUTRAL,1.0,-0.000829,1.018481
2025-03-04,0.5,neutral_oversold,NEUTRAL,1.0,0.005733,1.02432
2025-03-05,0.0,neutral_flat,NEUTRAL,1.0,0.004621,1.029053
2025-03-06,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029053
2025-03-09,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029053
2025-03-10,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029053
2025-03-11,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029053
2025-03-12,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.029053
2025-03-16,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029053
2025-03-17,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029053
2025-03-18,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029053
2025-03-19,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029053
2025-03-20,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029053
2025-03-23,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.029053
2025-03-24,-0.5,neutral_overbought,NEUTRAL,1.0,0.0,1.029053
2025-03-25,-0.5,neutral_overbought,NEUTRAL,1.0,0.003855,1.033021
2025-03-26,0.0,neutral_flat,NEUTRAL,1.0,-0.002232,1.030715
2025-03-27,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-03-31,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-04-01,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-04-02,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-04-03,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-04-06,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-04-07,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-04-08,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-04-10,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-04-14,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-04-15,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-04-16,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-04-20,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-04-21,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-04-22,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-04-23,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-04-24,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-04-27,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-04-28,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-04-29,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-05-01,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-05-04,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-05-05,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-05-06,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-05-07,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-05-08,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-05-11,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-05-12,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-05-13,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-05-14,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-05-15,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-05-18,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-05-19,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-05-20,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-05-21,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-05-22,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-05-25,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-05-26,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-05-27,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-05-28,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-05-29,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-06-01,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-06-02,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-06-03,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-06-04,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-06-05,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-06-08,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-06-09,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-06-10,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-06-11,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-06-12,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-06-15,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-06-16,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-06-17,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-06-18,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-06-19,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-06-22,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-06-23,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-06-24,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-06-25,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-06-26,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-06-29,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-06-30,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-07-01,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-07-02,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-07-03,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-07-06,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-07-07,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-07-08,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-07-09,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-07-10,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-07-13,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-07-14,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-07-15,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-07-16,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-07-17,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-07-20,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-07-21,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-07-22,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-07-23,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-07-24,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-07-27,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-07-28,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-07-29,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-07-30,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-07-31,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-08-03,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-08-04,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-08-05,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-08-06,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-08-07,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-08-10,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-08-11,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-08-12,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-08-13,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-08-17,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-08-18,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-08-19,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-08-20,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-08-21,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-08-24,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-08-25,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-08-27,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-08-28,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-08-31,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-09-01,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-09-02,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-09-03,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-09-04,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-09-07,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-09-08,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-09-09,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-09-10,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-09-11,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-09-14,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-09-15,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-09-16,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-09-17,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-09-18,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-09-21,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-09-22,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-09-23,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-09-24,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-09-25,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-09-28,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-09-29,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-09-30,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-10-02,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-10-05,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-10-06,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-10-07,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-10-08,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-10-09,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-10-12,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-10-13,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.030715
2025-10-14,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-10-15,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-10-16,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-10-19,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.030715
2025-10-20,-0.5,neutral_overbought,NEUTRAL,1.0,0.0,1.030715
2025-10-22,-0.5,neutral_overbought,NEUTRAL,1.0,-0.00044,1.030261
2025-10-23,-0.5,neutral_overbought,NEUTRAL,1.0,0.001862,1.032179
2025-10-26,0.0,neutral_flat,NEUTRAL,1.0,-0.003302,1.028771
2025-10-27,-0.5,neutral_overbought,NEUTRAL,1.0,-0.0,1.028771
2025-10-28,-0.5,neutral_overbought,NEUTRAL,1.0,-0.002264,1.026442
2025-10-29,-0.5,neutral_overbought,NEUTRAL,1.0,0.00339,1.029922
2025-10-30,0.0,neutral_flat,NEUTRAL,1.0,0.003018,1.033031
2025-11-02,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.033031
2025-11-03,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
