timestamp,equity,cash,gross_notional,unrealized_pnl
2026-01-23T04:38:11.827244144+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:13.076540587+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:14.076696522+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:15.077436100+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:16.326472513+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:17.326863531+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:18.326868916+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:19.326871012+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:20.326891555+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:21.326904227+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:22.327071548+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:23.327077214+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:24.576501493+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:25.576566978+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:26.576676398+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:27.576962568+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:28.826648317+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:29.826976733+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:31.076553066+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:32.077118667+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:33.326326549+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:34.326481247+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:35.326481473+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:36.326598960+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:37.326672908+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:38.326690848+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:39.326908103+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:40.576492225+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:41.576524260+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:42.576554506+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:43.576560979+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:44.576585363+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:45.576624326+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:46.580540728+00:00,1000000,1000000,-0,-0
2026-01-23T04:38:47.584225347+00:00,1000000,1000000,-0,-0
